lwmainid,DR_Num,Arizona_Statute_Code,Charge_Description,Attempted_Or_Completed,Report_Date,Date_Occurred,Time_Occurred,Date_Found,Time_Found,District,Beat,Zone,Officer,Location,City,State,Case_Status_Code,Case_Status_Description
663962,22-11790  ,13-3408A1,Narcotic Drug (Cocaine/Heroin)-Possess/Use,Completed,06/07/2022,06/07/2022,0127,06/07/2022,0127,D4,15,3203,"Abernethy, C.  (1631)",E Cactus Rd / N Hayden Rd,Scottsdale,AZ,CBA,Cleared By Arrest
663963,22-11791  ,13-1203A3,Assault-Touched to Injure,Completed,06/07/2022,06/07/2022,0059,06/07/2022,0059,D2,06,905,"Leyba, B.  (1536)",E 3rd Av,Scottsdale,AZ,LFF,Long Form Filed
663963,22-11791  ,13-1203A2,Assault-Cause Fear of Physical Injury,Completed,06/07/2022,06/07/2022,0059,06/07/2022,0059,D2,06,905,"Leyba, B.  (1536)",E 3rd Av,Scottsdale,AZ,LFF,Long Form Filed
663964,22-11792  ,13-1802A1,Theft -- Other Larceny,Completed,06/07/2022,06/06/2022,1600,06/07/2022,0330,D2,07,902,"Savage, K.  (1145)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
663965,22-11794  ,MED,Medical,Completed,06/07/2022,06/07/2022,0334,06/07/2022,0334,D3,13,2910,"Fogg, W.  (1561)",N 101st St,Scottsdale,AZ,INAC,Inactive
663966,22-11795  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,06/07/2022,06/07/2022,0534,06/07/2022,0534,D3,11,2902,"Abernethy, C.  (1631)",E Gold Dust Av,Scottsdale,AZ,CBA,Cleared By Arrest
663967,22-11796  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/07/2022,06/07/2022,0544,06/07/2022,0544,D4,17,3405,"Vanweelde, J.  (1264)",N 94th St,Scottsdale,AZ,LFF,Long Form Filed
663968,22-11797  ,13-1602A1,Criminal Damage-Deface (Vehicle),Completed,06/07/2022,06/07/2022,0713,06/07/2022,0713,D4,19,3801,"Lugay, R.  (822)",E Thompson Peak Py,Scottsdale,AZ,INAC,Inactive
663969,22-11798  ,13-1802A1,Theft -- From Vehicle,Completed,06/07/2022,06/06/2022,2045,06/07/2022,0500,D1,04,701,"Meyer, A.  (1450)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
663970,22-11799  ,DOG BITE,Dog Bite,Completed,06/07/2022,06/07/2022,0731,06/07/2022,0731,D2,07,804,"Mendoza, D.  (816)",E 4th St,Scottsdale,AZ,INAC,Inactive
663973,22-11801  ,13-1506A1,Burglary - Motor Vehicle Parts/Acc,Completed,06/07/2022,06/07/2022,0854,06/07/2022,0854,,99,-1,"Roach, D.  (1171)",E La Salle St,Scottsdale,AZ,CBA,Cleared By Arrest
663974,22-11802  ,13-1507A,Burglary 2nd Degree -- Residential,Completed,06/06/2022,06/04/2022,0800,06/06/2022,1200,D1,01,107,"McDonough, J.  (768)",N 85th Pl,Scottsdale,AZ,INAC,Inactive
663975,22-11803  ,13-1802A3,Theft-Obtain By Misrepresent,Completed,06/07/2022,05/13/2022,0001,05/20/2022,2359,D3,09,2301,"Smyth, W.  (B699)",E Claremont St,Scottsdale,AZ,INAC,Inactive
663977,22-11805  ,IMPOUND,Impound Property,Completed,06/07/2022,05/27/2022,0000,05/29/2022,2359,D1,04,604,"Royston, N.  (B1252)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
663978,22-11806  ,RECOVERY,Recovery/Property Foj,Completed,06/07/2022,06/07/2022,0938,06/07/2022,0938,D1,02,409,"Iwan, M.  (B1603)",N 81st Pl / E Palm Ln,Scottsdale,AZ,INAC,Inactive
663980,22-11808  ,13-1802A1,Theft -- From Building,Completed,06/07/2022,06/07/2022,0830,06/07/2022,0830,D2,06,806,"Palmer, S.  (1229)",E Osborn Rd,Scottsdale,AZ,INAC,Inactive
663982,22-11810  ,13-1802A1,Theft -- Other Larceny,Completed,06/07/2022,06/07/2022,0802,06/07/2022,0802,D1,01,101,"O`Meara, J.  (1282)",N Scottsdale Rd,Scottsdale,AZ,LFF,Long Form Filed
663983,22-11811  ,13-1802A1,Theft -- From Building,Completed,06/07/2022,05/23/2022,0831,05/23/2022,0836,D1,02,709,"Meyer, A.  (1450)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
663984,22-11812  ,13-1814A1,Theft of Means of Transportation (Non-Vehicle),Completed,06/07/2022,06/05/2022,0900,06/06/2022,1100,D4,15,3604,"Ange, J.  (718)",N 84th St,Scottsdale,AZ,INAC,Inactive
663985,22-11813  ,13-1202A1,Threat-Intim W/Inj-Dmge Prop,Completed,06/07/2022,06/07/2022,0900,06/07/2022,0900,D1,01,306,"Royston, N.  (B1252)",N Hayden Rd / E Indian Bend Rd,Scottsdale,AZ,CBE,Cleared By Exception
663989,22-11816  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/07/2022,06/06/2022,1200,06/07/2022,1108,D1,04,701,"Seda, M.  (B1628)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
663990,22-11817  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/07/2022,06/07/2022,1219,06/07/2022,1219,D2,07,902,"Vogt, J.  (1182)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
663991,22-11819  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/07/2022,04/23/2022,1058,06/07/2022,1058,D1,03,706,"Gratz, G.  (1162)",E Earll DR,Scottsdale,AZ,INAC,Inactive
663992,22-11821  ,13-2310A,Fraudulent Schemes/Artifices,Attempted,06/07/2022,06/07/2022,1023,06/07/2022,1023,D3,09,2403,"Gil Canche, M.  (1392)",E Pepper Tree Ln,Scottsdale,AZ,INAC,Inactive
663993,22-11820  ,13-1602A1,Criminal Damage-Deface,Completed,06/07/2022,05/23/2022,0000,06/07/2022,1223,D4,16,3303,"Miller, M.  (856)",E Sharon DR,Scottsdale,AZ,INAC,Inactive
663994,22-11822  ,13-1602A1,Criminal Damage-Deface (Vehicle),Completed,06/07/2022,06/06/2022,1150,06/06/2022,1200,D3,14,3117,"Wolken, C.  (B1725)",E Via Linda,Scottsdale,AZ,INAC,Inactive
664003,22-11832  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,06/07/2022,06/07/2022,1356,06/07/2022,1356,D2,06,808,"McBroom, K.  (1557)",E Osborn Rd,Scottsdale,AZ,LFF,Long Form Filed
664004,22-11833  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/07/2022,06/07/2022,1343,06/07/2022,1343,D1,03,406,"Heinzelman, J.  (844)",N 74th Pl,Scottsdale,AZ,INAC,Inactive
664005,22-11834  ,28-662A2,Accidents - Fail to Remain-Damage Attended Veh,Completed,06/07/2022,06/07/2022,1450,06/07/2022,1450,D2,07,1002,"Vogt, J.  (1182)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
664006,22-11837  ,13-2008A,Taking Identity of Another,Completed,06/07/2022,03/28/2022,0000,03/28/2022,2359,D4,19,3901,"Royston, N.  (B1252)",E Calle De Las Brisas,Scottsdale,AZ,INAC,Inactive
664007,22-11838  ,IMPOUND,Impound Property,Completed,06/07/2022,06/07/2022,1603,06/07/2022,1603,D4,19,3903,"Blocher, J.  (B700)",N Pima Rd,Scottsdale,AZ,INAC,Inactive
664008,22-11839  ,IMPOUND,Impound Property,Completed,06/07/2022,06/07/2022,1234,06/07/2022,1234,D4,19,3801,"Teeter, E.  (1180)",E Thompson Peak Py,Scottsdale,AZ,INAC,Inactive
664009,22-11840  ,13-2008A,Taking Identity of Another,Completed,06/07/2022,06/07/2022,1627,06/07/2022,1627,D4,17,3404,"Sodeman, L.  (B1150)",N 90th Pl,Scottsdale,AZ,INAC,Inactive
664010,22-11842  ,13-1203A3,Assault-Touched to Injure,Completed,06/07/2022,06/07/2022,1500,06/07/2022,1541,D3,11,2801,"Gil Canche, M.  (1392)",E Doubletree Ranch Rd,Scottsdale,AZ,ACTI,Further Investigation
664011,22-11843  ,13-1203A3,Assault-Touched to Injure,Completed,06/07/2022,06/07/2022,1801,06/07/2022,1801,D3,10,2504,"Simpson, J.  (1560)",N Via Paseo Del Sur,Scottsdale,AZ,LFF,Long Form Filed
664012,22-11844  ,13-1802A1,Theft -- From Building,Completed,06/07/2022,06/07/2022,1617,06/07/2022,1617,D4,15,3401,"Skalicky, N.  (1620)",E Butherus DR,Scottsdale,AZ,INAC,Inactive
664013,22-11845  ,13-1506A1,Burglary - Motor Vehicle,Completed,06/07/2022,06/07/2022,1840,06/07/2022,1840,D4,15,3401,"Skalicky, N.  (1620)",E Butherus DR,Scottsdale,AZ,INAC,Inactive
664015,22-11835  ,28-662A1,Accidents - Fail to Stop-Damage Attended Vehicle,Completed,06/07/2022,06/07/2022,1448,06/07/2022,1448,D3,09,2301,"Gil Canche, M.  (1392)",N Scottsdale Rd,Scottsdale,AZ,NR,Not Referred For Prosecution
664016,22-11836  ,28-662A2,Accidents - Fail to Remain-Damage Attended Veh,Completed,06/07/2022,06/07/2022,1500,06/07/2022,1520,D2,05,1108,"Seda, M.  (B1628)",E Chaparral Rd / N Granite Reef Rd,Scottsdale,AZ,LFP,Long Form Pending
664017,22-11848  ,12-994A,Violation of Court Order,Completed,06/07/2022,06/07/2022,1800,06/07/2022,1830,D3,13,3114,"Savage, K.  (1145)",E Cortez DR,Scottsdale,AZ,NR,Not Referred For Prosecution
664018,22-11849  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/07/2022,06/07/2022,2021,06/07/2022,2021,D2,07,902,"Mathis, C.  (1578)",E Camelback Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664019,22-11850  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,06/07/2022,06/07/2022,2046,06/07/2022,2046,D2,06,809,"McCann, C.  (1273)",E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664020,22-11851  ,13-1814A1,Theft of Means of Transportation,Completed,06/07/2022,06/05/2022,2100,06/07/2022,1813,D4,15,3501,"Hranek, N.  (1562)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664021,22-11852  ,FIRE INV,Fire Investigation,Completed,06/07/2022,06/07/2022,2116,06/07/2022,2116,D3,11,2904,"Willkomm, R.  (1511)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664022,22-11853  ,13-2921A3,Harassment-Repeated Acts,Completed,06/07/2022,06/07/2022,2100,06/07/2022,2100,D1,01,303,"Rohlfs, J.  (1614)",E Portland St,Scottsdale,AZ,INAC,Inactive
664023,22-11854  ,13-1814A1,Theft of Means of Transportation,Completed,06/07/2022,06/07/2022,1500,06/07/2022,2100,D2,06,904,"Lutz, C.  (1375)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
664025,22-11857  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,06/07/2022,06/07/2022,2338,06/07/2022,2338,D3,11,2907,"Lejander, J.  (1609)",N 87th St,Scottsdale,AZ,PLR,Pending Lab Results
664026,22-11846  ,28-662A2,Accidents - Fail to Remain-Damage Attended Veh,Completed,06/07/2022,06/07/2022,1818,06/07/2022,1818,D3,11,2801,"Sledge, J.  (1565)",E Doubletree Ranch Rd / N Gainey Center DR,Scottsdale,AZ,INAC,Inactive
664028,22-11859  ,13-1602A1,Criminal Damage-Deface (Vehicle),Completed,06/08/2022,06/08/2022,0157,06/08/2022,0230,D2,06,904,"Leyba, B.  (1536)",N Wells Fargo Av,Scottsdale,AZ,INAC,Inactive
664029,22-11860  ,19-19A,Urinate/Defecate In Public,Completed,06/08/2022,06/08/2022,0439,06/08/2022,0439,D3,09,2301,"Willkomm, R.  (1511)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664030,22-11861  ,13-1902A,Robbery,Completed,06/08/2022,06/08/2022,0257,06/08/2022,0257,D3,09,2301,"Willkomm, R.  (1511)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664032,22-11862  ,13-1504A2,Criminal Trespass 1st Deg-Fenced Residential Yard,Completed,06/08/2022,06/08/2022,0557,06/08/2022,0557,D1,01,101,"Ivanoff, N.  (1402)",E Papago DR,Scottsdale,AZ,INAC,Inactive
664033,22-11863  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,06/08/2022,06/08/2022,0653,06/08/2022,0653,D2,06,809,"Fleming, A.  (1568)",E Indian School Rd / N Miller Rd,Scottsdale,AZ,INAC,Inactive
664034,22-11864  ,13-1802A1,Theft -- Vehicle Parts/Accessories,Completed,06/08/2022,06/08/2022,0300,06/08/2022,0300,D4,15,3604,"Smyth, W.  (B699)",E Evans Rd,Scottsdale,AZ,INAC,Inactive
664035,22-11865  ,13-1802A1,Theft -- From Building,Completed,06/08/2022,06/05/2022,0000,06/05/2022,0000,D2,06,904,"Fisk, B.  (B1313)",N Saddlebag Tr,Scottsdale,AZ,INAC,Inactive
664036,22-11866  ,13-3407A1,Dangerous Drug-Possess/Use,Completed,06/08/2022,06/08/2022,0725,06/08/2022,0725,D1,02,410,"Ashton, M.  (1119)",E McDowell Rd,Scottsdale,AZ,LFF,Long Form Filed
664037,22-11867  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/08/2022,06/08/2022,0756,06/08/2022,0756,D1,02,611,"Berrett, S.  (1320)",N 86th St,Scottsdale,AZ,CBA,Cleared By Arrest
664038,22-11868  ,LOST PROPERTY,Lost Property,Completed,06/08/2022,06/04/2022,1330,06/08/2022,0818,D1,02,408,"Iwan, M.  (B1603)",E McDowell Rd,Scottsdale,AZ,INAC,Inactive
664039,22-11869  ,IMPOUND,Impound Property,Completed,06/08/2022,06/08/2022,0815,06/08/2022,0815,D3,11,2902,"Semora, J.  (1245)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664040,22-11870  ,FLD1158,Dispatch of Animal-Officer Involved Shooting,Completed,06/08/2022,06/08/2022,0800,06/08/2022,0859,D4,20,4502,"Miller, M.  (856)",E Legend Trail Py / N Pima Rd,Scottsdale,AZ,INAC,Inactive
664041,22-11871  ,28-662A1,Accidents - Fail to Stop-Damage Attended Vehicle,Completed,06/08/2022,06/08/2022,0900,06/08/2022,0907,D1,03,706,"Berrett, S.  (1320)",N Brown Av / E Osborn Rd,Scottsdale,AZ,INAC,Inactive
664044,22-11874  ,IMPOUND,Impound Property,Completed,06/08/2022,06/08/2022,0919,06/08/2022,0919,D2,06,9901,"Palmer, S.  (1229)",N 75th St,Scottsdale,AZ,INAC,Inactive
664049,22-11880  ,13-1506A1,Burglary 3rd Degree -- Fenced Yard,Completed,06/08/2022,06/01/2022,0000,06/03/2022,2359,D4,17,3406,"Miller, M.  (856)",E Raintree DR,Scottsdale,AZ,INAC,Inactive
664050,22-11881  ,13-1402A,Indecent Exposure,Completed,06/08/2022,06/08/2022,0950,06/08/2022,0950,D1,04,602,"McDonough, J.  (768)",N 60th St / E Windsor Av,Scottsdale,AZ,CBA,Cleared By Arrest
664051,22-11882  ,13-1814A1,Theft of Means of Transportation,Completed,06/08/2022,06/05/2022,1330,06/05/2022,1600,D2,06,806,"Palmer, S.  (1229)",E 1st Av,Scottsdale,AZ,INAC,Inactive
664053,22-11884  ,13-2002A3,Forgery-Offers Forged Instrument,Completed,06/08/2022,04/20/2022,1630,04/20/2022,2100,,,0,"Laflin, N.  (B1380)",W Waddell Rd,Surprise,AZ,LFF,Long Form Filed
664054,22-11886  ,13-2105A1,Fraudulent Use of Credit Card-Intent to Defraud,Completed,06/08/2022,05/28/2022,0400,05/28/2022,0801,D1,02,409,"Iwan, M.  (B1603)",N 80th Pl,Scottsdale,AZ,INAC,Inactive
664055,22-11887  ,13-1806A,Unlawful Fail Return Rented Property,Completed,06/07/2022,06/01/2022,1630,06/07/2022,1812,D4,15,3604,"Ange, J.  (718)",N 84th St,Scottsdale,AZ,INAC,Inactive
664057,22-11890  ,13-1814A3,Theft of Means of Transportation-Obtain By Fraud,Completed,06/08/2022,05/19/2022,1256,06/08/2022,1256,D1,03,406,"Koller, D.  (1405)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664059,22-11892  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/08/2022,06/08/2022,1353,06/08/2022,1353,D2,07,1002,"Mendoza, D.  (816)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
664060,22-11893  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/08/2022,06/08/2022,1238,06/08/2022,1255,D4,16,3605,"Ange, J.  (718)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
664061,22-11894  ,13-1802A1,Theft -- Other Larceny,Completed,06/08/2022,06/08/2022,1407,06/08/2022,1407,D1,03,706,"Gratz, G.  (1162)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664062,22-11895  ,IMPOUND,Impound Property,Completed,06/08/2022,06/08/2022,1429,06/08/2022,1429,D2,06,9901,"Royston, N.  (B1252)",N 75th St,Scottsdale,AZ,INAC,Inactive
664063,22-11897  ,13-1802A1,Theft -- Other Larceny,Completed,06/08/2022,06/08/2022,1407,06/08/2022,1407,D2,08,2103,"Seda, M.  (B1628)",E Chaparral Rd,Scottsdale,AZ,INAC,Inactive
664065,22-11898  ,13-1203A3,Assault-Touched to Injure,Completed,06/08/2022,05/25/2022,2200,05/25/2022,2200,D4,19,3801,"Hutson, A.  (1436)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664066,22-11899  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/08/2022,06/01/2022,1215,06/01/2022,1215,D2,07,1001,"Royston, N.  (B1252)",N 66th St,Scottsdale,AZ,INAC,Inactive
664067,22-11900  ,13-1305A,Access Interference-Child,Completed,06/08/2022,06/08/2022,0800,06/08/2022,0800,D4,16,3206,"Lesser, D.  (1383)",N 84th St,Scottsdale,AZ,LFF,Long Form Filed
664068,22-11901  ,13-1502A1,Criminal Trespass 3rd Deg-Property,Completed,06/08/2022,06/08/2022,1255,06/08/2022,1456,D4,19,3801,"Owens, J.  (1419)",E Thompson Peak Py,Scottsdale,AZ,CBA,Cleared By Arrest
664080,22-11912  ,DEATH,Death Investigation,Completed,06/08/2022,06/08/2022,1618,06/08/2022,1618,D4,19,3801,"Teeter, E.  (1180)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664081,22-11913  ,13-1802A1,Theft -- From Building,Completed,06/08/2022,06/08/2022,1600,06/08/2022,1600,D4,19,4001,"Treglown, B.  (1505)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664082,22-11916  ,13-1802A1,Theft -- Other Larceny,Completed,06/08/2022,06/08/2022,1512,06/08/2022,1512,,09,2301,"Gil Canche, M.  (1392)",E Lincoln DR,Scottsdale,AZ,INAC,Inactive
664084,22-11918  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/08/2022,06/08/2022,1742,06/08/2022,1742,D3,11,2904,"English, K.  (1140)",N Scottsdale Rd,Scottsdale,AZ,INAC,Inactive
664085,22-11919  ,IMPOUND,Impound Property,Completed,06/08/2022,06/05/2022,1500,06/08/2022,1711,D1,02,410,"Romero, A.  (1599)",E Coronado Rd,Scottsdale,AZ,INAC,Inactive
664086,22-11920  ,16-23A,No Business License,Completed,06/08/2022,06/08/2022,1734,06/08/2022,1734,D3,14,2807,"Hontz, T.  (1569)",N 115th Pl,Scottsdale,AZ,LFF,Long Form Filed
664090,22-11922  ,13-1506A1,Burglary 3rd Degree -- Commercial Building,Completed,06/08/2022,06/08/2022,1834,06/08/2022,1834,D1,01,306,"Biland, M.  (1547)",E McDowell Rd,Scottsdale,AZ,INAC,Inactive
664091,22-11923  ,13-3415A,Drug Paraphernalia-Possess/Use,Completed,06/08/2022,06/08/2022,1826,06/08/2022,1826,D2,07,805,"Rivera, C.  (1593)",N Scottsdale Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664092,22-11925  ,13-1507A,Burglary 2nd Degree -- Residential,Completed,06/08/2022,06/08/2022,2048,06/08/2022,2048,D2,06,1103,"Roadifer, M.  (1573)",N 73rd St,Scottsdale,AZ,INAC,Inactive
664093,22-11926  ,28-3473A,Suspended/Revoked D.L.,Completed,06/08/2022,06/08/2022,2133,06/08/2022,2133,D4,15,3602,"Stephenson, N.  (1522)",E Frank Lloyd Wright Bl,Scottsdale,AZ,CBA,Cleared By Arrest
664094,22-11927  ,13-1203A3,Assault-Touched to Injure,Completed,06/08/2022,06/08/2022,2132,06/08/2022,2132,D2,07,1102,"Noseworthy, C.  (1605)",N Goldwater Bl,Scottsdale,AZ,INAC,Inactive
664095,22-11928  ,13-1203A3,Assault-Touched to Injure,Completed,06/08/2022,06/08/2022,2211,06/08/2022,2211,D2,07,1102,"Noseworthy, C.  (1605)",N Goldwater Bl,Scottsdale,AZ,INAC,Inactive
664096,22-11929  ,13-1904A1,Armed Robbery-Deadly Weapon,Completed,06/08/2022,06/08/2022,2158,06/08/2022,2158,D4,19,3701,"Stephenson, N.  (1522)",E Bell Rd / L101,Scottsdale,AZ,INAC,Inactive
664097,22-11930  ,13-1202A1,Threat-Intim W/Inj-Dmge Prop,Completed,06/08/2022,06/08/2022,1952,06/08/2022,1952,D4,19,3801,"Baca, G.  (1627)",E Sierra Pinta DR,Scottsdale,AZ,INAC,Inactive
664098,22-11931  ,13-1203A1,Assault-Intentional/Recklessly Injure-Dv,Completed,06/08/2022,06/08/2022,2114,06/08/2022,2114,D3,14,3117,"Hontz, T.  (1569)",N Frank Lloyd Wright Bl,Scottsdale,AZ,NR,Not Referred For Prosecution
664099,22-11933  ,13-3107A,Discharge Firearm In City Limits,Completed,06/08/2022,06/08/2022,2246,06/08/2022,2246,D1,04,703,"Fellows, D.  (1268)",N 66th St,Scottsdale,AZ,INAC,Inactive
664100,22-11934  ,28-1381A1,DUI-Impaired to Slightest Degree,Completed,06/08/2022,06/08/2022,2300,06/08/2022,2300,D2,05,909,"Judd, P.  (1232)",N Granite Reef Rd / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664101,22-11935  ,13-2904A1,Disorderly Conduct-Disruptive Behavior,Completed,06/08/2022,06/08/2022,2336,06/08/2022,2336,D2,06,904,"Ortiz, M.  (1501)",N 75th St,Scottsdale,AZ,CBA,Cleared By Arrest
664102,22-11936  ,13-1203A3,Assault-Touched to Injure,Completed,06/08/2022,06/08/2022,2328,06/08/2022,2328,D4,20,4502,"Baca, G.  (1627)",E Preserve Wy,Scottsdale,AZ,CBE,Cleared By Exception
664103,22-11937  ,13-1204A8E,Agg Assault-Health Care Prof-- Minor or No Injury,Completed,06/09/2022,06/09/2022,0206,06/09/2022,0206,D2,06,806,"Lutz, C.  (1375)",E Osborn Rd,Scottsdale,AZ,INAC,Inactive
664103,22-11937  ,13-1203A2,Assault-Cause Fear of Physical Injury,Completed,06/09/2022,06/09/2022,0206,06/09/2022,0206,D2,06,806,"Lutz, C.  (1375)",E Osborn Rd,Scottsdale,AZ,INAC,Inactive
664104,22-11938  ,13-1602A1,Criminal Damage-Deface,Completed,06/09/2022,06/09/2022,0411,06/09/2022,0411,D1,01,306,"Ivanoff, N.  (1402)",E McDowell Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664105,22-11939  ,13-1802A1,Theft -- From Building,Completed,06/09/2022,06/09/2022,0159,06/09/2022,0615,D2,06,904,"Wolken, C.  (B1725)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
664106,22-11940  ,18-9H,Place Sign/Structure In Street/On Roadway,Completed,06/09/2022,06/09/2022,0722,06/09/2022,0722,D2,05,907,"Attarpour, K.  (1288)",N Hayden Rd / E Indian School Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664107,22-11941  ,13-1506A1,Burglary - Motor Vehicle,Completed,06/09/2022,06/08/2022,1730,06/09/2022,0700,D4,17,3306,"Miller, M.  (856)",E Thunderbird Rd,Scottsdale,AZ,INAC,Inactive
664108,22-11943  ,13-1201A,Endangerment,Completed,06/09/2022,06/09/2022,0830,06/09/2022,0830,D4,17,3404,"Ange, J.  (718)",N Frank Lloyd Wright Bl,Scottsdale,AZ,NR,Not Referred For Prosecution
664109,22-11944  ,13-1802A7,Theft - Controls Ferrous/Nonferrous Metals Intent to Deprive,Completed,06/09/2022,06/09/2022,0850,06/09/2022,0850,D1,02,608,"Ashton, M.  (1119)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
664110,22-11945  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/09/2022,06/09/2022,0857,06/09/2022,0935,D1,02,609,"Best, R.  (887)",E Thomas Rd,Scottsdale,AZ,INAC,Inactive
664111,22-11946  ,DEATH,Death Investigation,Completed,06/09/2022,06/09/2022,0957,06/09/2022,0957,D1,03,607,"Valenzuela, C.  (1248)",N Scottsdale Rd,Scottsdale,AZ,ACTI,Further Investigation
664112,22-11947  ,13-1506A1,Burglary 3rd Degree -- Commercial Building,Completed,06/08/2022,06/07/2022,1100,06/08/2022,1100,D4,16,3402,"Miller, M.  (856)",N Hayden Rd,Scottsdale,AZ,INAC,Inactive
664113,22-11949  ,13-1802A1,Theft -- From Building,Completed,06/09/2022,06/09/2022,0900,06/09/2022,0933,D3,12,3102,"Glass, B.  (729)",N 64th Pl,Scottsdale,AZ,LFF,Long Form Filed
664115,22-11952  ,13-1203A1,Assault-Intentional/Recklessly Injure,Completed,06/09/2022,06/09/2022,0900,06/09/2022,0930,D3,12,3102,"Glass, B.  (729)",N 64th Pl,Scottsdale,AZ,CBE,Cleared By Exception
664117,22-11954  ,IMPOUND,Impound Property,Completed,06/09/2022,06/09/2022,1138,06/09/2022,1138,D2,06,806,"Palmer, S.  (1229)",E Osborn Rd,Scottsdale,AZ,INAC,Inactive
664118,22-11955  ,IMPOUND,Impound Property,Completed,06/09/2022,06/09/2022,1110,06/09/2022,1110,D4,18,4003,"Teeter, E.  (1180)",E Pinnacle Peak Rd,Scottsdale,AZ,INAC,Inactive
664119,22-11956  ,13-1805A1,Shoplifting-Removal of Goods,Completed,06/09/2022,06/08/2022,2100,06/08/2022,2120,D1,01,306,"Seda, M.  (B1628)",E McDowell Rd,Scottsdale,AZ,INAC,Inactive
664120,22-11957  ,13-2310A,Fraudulent Schemes/Artifices,Completed,06/09/2022,06/04/2022,1000,06/05/2022,1800,D1,02,708,"Wolken, C.  (B1725)",E Thomas Rd,Scottsdale,AZ,ACTI,Further Investigation
664121,22-11958  ,13-1202A1,Threat-Intim W/Inj-Dmge Prop,Completed,06/09/2022,06/09/2022,1143,06/09/2022,1143,D1,03,405,"Gratz, G.  (1162)",N 70th St,Scottsdale,AZ,LFF,Long Form Filed
664122,22-11959  ,13-2008A,Taking Identity of Another,Completed,06/09/2022,04/23/2022,0000,05/08/2022,2359,D2,07,1002,"Royston, N.  (B1252)",E Camelback Rd,Scottsdale,AZ,INAC,Inactive
664123,22-11960  ,13-1806A,Unlawful Fail Return Rented Property,Completed,06/09/2022,06/09/2022,1035,06/09/2022,1035,D4,15,3604,"Maki, J.  (1262)",N 84th St,Scottsdale,AZ,INAC,Inactive
664124,22-11961  ,13-2002A1,Forgery-Written Instrument,Completed,06/09/2022,06/09/2022,1206,06/09/2022,1206,D3,09,2401,"Gil Canche, M.  (1392)",E Lincoln DR,Scottsdale,AZ,INAC,Inactive
664125,22-11962  ,28-701.02A2,Exceed 20 mph In Busn or Resd or 45 mph If Not Posted,Completed,06/09/2022,06/09/2022,1252,06/09/2022,1252,D3,11,2905,"Now, G.  (1368)",E Mountain View Rd,Scottsdale,AZ,CBA,Cleared By Arrest
664126,22-11963  ,13-3553A2,Sexual Exploitation of Minor,Completed,06/09/2022,02/28/2022,2130,02/28/2022,2130,D3,13,9902,"Weiler, Z.  (1475)",E Via Linda,Scottsdale,AZ,CBA,Cleared By Arrest
